Lemma;Categoria;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;Totale
casetta;civil (place);0;0;1;7;6;0;4;2;4;28;0;5;7;1;1;0;1;0;0;1;3;0;5;18;0;6;3;9;9;2;5;5;21;1;7;8;32;18;4;5;3;20;14;3;3;36;34;37;2;8;4;9;10;8;4;37;23;2;12;7;12;16;16;21;8;6;23;6;6;8;2;12;11;11;3;19;14;32;5;18;34;15;1;7;7;4;18;6;14;12;4;8;17;32;2;9;9;17;6;11;2;989
casina;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3;2;0;7;3;0;2;0;0;4;20;0;16;0;0;20;1;2;1;0;2;1;2;0;1;1;1;3;9;0;8;4;3;2;0;3;0;0;4;0;1;2;0;0;2;0;5;20;0;1;0;0;0;0;0;8;2;0;0;1;0;0;0;7;5;0;0;4;0;0;0;2;6;1;0;0;194
casino;civil (place);7;0;7;0;0;0;1;2;3;0;0;8;2;0;37;0;1;1;0;0;0;3;52;9;8;9;16;3;5;0;1;1;6;4;4;5;0;0;3;2;5;0;12;1;7;14;6;13;1;1;0;0;0;1;0;6;2;8;7;2;1;1;8;8;0;0;2;1;1;4;0;24;2;0;2;0;0;4;1;0;0;24;1;2;3;2;3;0;4;1;3;1;1;2;0;0;0;1;0;2;0;395
casolare;rural (place);7;0;7;0;3;1;3;0;17;13;2;3;17;2;2;0;1;10;0;0;2;1;2;3;5;2;3;14;3;2;2;11;7;0;1;8;1;3;8;1;4;4;13;3;2;4;7;4;0;11;5;8;3;10;9;1;13;1;12;13;0;6;5;13;5;0;2;2;0;3;5;0;2;5;1;21;0;0;8;5;7;7;0;2;0;0;0;1;6;2;2;2;4;1;2;6;4;1;0;1;12;437
casone;civil (place);0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;7;1;0;1;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;4;1;0;33
casotto;civil (place);1;0;1;0;0;0;0;0;2;2;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;2;1;1;0;0;0;0;1;0;5;0;0;3;1;2;1;8;8;1;2;1;2;0;1;0;2;3;4;0;1;8;4;0;0;2;2;1;0;0;0;0;0;2;2;0;0;3;2;0;0;0;0;5;0;3;0;0;4;0;4;0;0;0;0;0;108
cassa_di_risparmio;commercial (place);0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;9;5;13;0;1;0;0;1;1;1;1;1;0;1;1;2;1;1;0;0;4;0;0;0;3;1;0;0;0;0;0;1;1;0;2;0;0;1;0;0;2;2;1;1;0;1;0;4;0;1;1;3;1;1;0;0;0;0;0;0;83
castellaro;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
castello;civil (place);133;76;104;145;133;2;97;115;290;36;16;75;38;23;67;26;2;65;8;41;14;8;6;134;96;239;75;144;96;20;36;64;169;101;162;68;63;10;22;73;166;10;154;15;19;112;124;136;86;36;5;65;12;11;16;24;42;18;9;90;37;5;22;102;18;49;27;3;36;55;99;42;25;9;38;89;100;16;130;12;73;60;70;13;29;12;41;34;29;6;41;2;72;130;3;39;17;39;1;17;44;5928
casupola;civil (place);0;0;4;0;1;0;0;6;1;4;0;0;1;0;1;0;0;15;0;0;0;0;0;0;6;0;1;2;2;0;0;8;6;0;1;0;0;3;0;0;0;0;5;2;1;3;2;13;5;1;0;12;0;9;15;4;4;0;5;2;0;10;2;5;4;2;0;1;1;1;0;6;0;1;1;3;6;0;0;3;18;7;2;6;1;0;2;5;6;0;3;2;0;2;1;3;6;4;0;2;7;268
catacomba;religious (place);0;0;1;0;0;0;0;0;3;4;0;0;0;0;0;0;0;9;0;0;0;0;0;0;2;1;0;1;0;0;1;0;0;0;4;1;0;0;0;0;14;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;0;0;0;1;2;0;1;0;1;0;11;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;0;1;2;0;0;1;0;0;0;0;0;0;0;0;75
catapecchia;civil (place);0;0;4;0;0;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;2;0;0;2;0;2;0;2;1;0;0;1;4;0;3;1;1;0;0;3;1;0;1;2;0;7;1;0;0;2;0;5;1;9;4;0;4;0;5;0;0;0;2;0;2;0;0;1;1;2;0;3;0;0;0;2;0;4;1;0;0;0;0;2;1;0;0;0;0;0;0;1;1;0;2;0;2;4;0;1;0;105
cattedrale;religious (place);2;3;3;1;0;0;4;3;8;2;0;4;12;6;0;0;0;3;0;3;2;0;6;1;0;5;4;4;3;0;0;2;2;4;7;20;0;0;0;1;18;2;4;0;5;1;2;4;0;0;3;2;1;2;7;2;10;1;1;5;1;7;1;8;1;2;0;3;1;5;1;2;1;2;2;0;2;1;5;8;3;1;2;6;8;0;14;10;0;4;2;1;8;16;1;0;5;5;1;2;3;330
cenobio;religious (place);0;0;0;0;0;0;19;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;3;0;14;4;2;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;60
certosa;religious (place);0;2;1;0;0;0;1;3;7;0;0;1;0;0;10;0;0;4;0;0;0;0;0;0;1;3;6;2;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;6;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;1;0;1;1;72
chalet;rural (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;38;3;17;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;73
chiesa;religious (place);66;24;90;76;82;25;143;99;258;119;44;329;181;80;61;77;10;200;17;42;55;86;71;129;244;407;114;174;264;63;286;56;230;148;377;126;149;156;66;155;172;94;272;94;53;266;159;194;55;104;44;246;104;178;157;270;108;101;181;253;266;275;136;339;232;154;296;119;289;151;153;335;117;82;207;298;233;87;130;272;197;215;107;165;128;147;66;161;61;145;77;162;180;247;68;97;75;210;27;118;181;15489
chiesuola;religious (place);0;0;2;3;0;0;0;0;1;1;1;0;6;3;0;0;0;1;0;0;1;0;0;0;0;21;1;2;1;0;0;5;11;1;2;2;1;0;0;0;4;4;8;3;0;5;3;2;1;4;0;1;0;0;3;8;1;1;5;1;1;1;2;3;1;0;0;3;0;0;7;2;1;5;1;17;3;0;0;1;2;2;1;4;1;3;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;186
chiosco;commercial (place);0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;4;0;0;1;0;1;1;0;2;1;0;1;4;0;0;5;0;3;0;3;0;2;7;0;2;2;1;1;0;5;2;3;0;0;3;0;0;0;6;0;5;2;13;2;0;1;7;1;2;3;0;10;1;0;4;3;0;6;2;2;0;0;8;1;4;0;1;2;2;2;0;151
chiostro;religious (place);20;0;9;4;2;0;8;5;12;4;0;29;3;1;6;7;0;13;3;1;3;2;0;5;0;9;0;9;9;9;11;3;11;4;83;8;11;7;0;4;5;7;12;6;1;18;2;1;4;0;0;2;0;2;4;1;3;7;0;16;0;7;5;6;2;4;0;2;0;3;0;3;5;2;3;5;0;1;3;6;1;3;2;0;11;0;6;5;1;2;1;1;0;4;3;6;3;1;0;3;0;516
cimiciaio;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
cimitero;religious (place);0;0;20;4;2;1;4;0;5;7;2;20;10;11;3;6;1;0;1;3;5;0;1;2;1;8;4;3;23;1;5;4;8;10;2;21;9;20;24;7;11;14;7;7;3;8;37;11;5;6;5;13;7;6;11;62;18;6;17;15;10;22;15;13;7;23;25;12;5;25;9;3;25;6;12;4;4;14;7;5;7;30;11;10;14;2;4;7;4;12;3;6;4;30;2;12;12;5;0;5;5;958
cinema;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;2;7
circo;commercial (place);1;0;0;0;0;0;7;2;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;2;2;1;1;0;0;2;2;5;0;0;0;0;1;0;0;26;2;0;2;0;1;0;2;0;24;0;0;11;4;2;8;2;0;7;3;1;1;12;3;2;0;0;21;1;0;2;2;3;22;15;0;1;0;0;1;5;0;2;1;5;3;0;0;18;2;0;1;1;2;1;2;2;258
circolo;commercial (place);1;1;6;7;1;1;4;4;20;19;1;15;4;7;9;3;1;7;1;11;10;11;7;2;1;5;6;13;1;3;1;8;10;5;8;4;5;1;8;4;3;7;3;6;11;10;7;7;7;6;7;9;4;11;20;14;8;6;21;23;19;21;4;10;21;11;7;17;16;7;31;20;19;6;31;9;17;36;25;13;5;3;13;18;9;14;5;12;5;2;5;2;21;8;14;22;3;11;17;9;4;968
circolo_ufficiali;military (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
cittadella;military (place);0;0;2;0;0;0;1;2;2;0;0;2;2;1;1;0;0;0;0;3;3;3;1;0;1;3;2;1;1;12;1;1;3;9;1;8;12;5;0;1;1;0;5;5;9;0;2;0;2;3;0;1;0;0;1;0;1;1;0;2;1;0;0;2;0;1;5;1;8;52;1;0;0;1;0;1;0;0;0;0;2;0;0;1;2;0;2;0;4;0;2;1;1;0;0;1;2;1;0;0;0;209
clinica;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;2;0;0;0;0;0;2;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;3;0;2;0;0;1;2;0;1;1;1;0;0;0;1;1;0;2;2;0;0;0;0;0;0;1;0;1;2;2;0;0;3;0;2;3;0;0;0;2;0;1;3;52
club;public (place);1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;4;0;0;2;2;0;0;0;5;2;0;0;0;0;0;6;0;0;0;1;0;2;0;0;2;0;1;1;0;3;12;0;2;7;6;0;0;2;12;1;0;17;1;3;1;3;2;2;7;3;0;15;4;7;4;2;5;9;3;7;2;3;8;0;0;9;5;2;3;2;0;1;5;0;0;2;6;0;0;2;1;6;0;0;228
collegiata;religious (place);0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;6;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;23
collegio;public (place);2;0;5;2;2;1;2;13;6;2;0;14;15;8;0;31;3;4;3;5;2;12;5;94;2;137;2;4;13;0;9;4;15;4;7;11;13;61;2;12;14;6;39;8;19;68;11;12;10;25;20;2;37;60;4;30;10;9;33;31;14;6;16;10;23;33;8;8;2;4;2;25;3;17;11;11;14;9;2;2;32;8;71;33;5;27;3;3;4;9;6;4;8;16;19;9;4;9;8;5;13;1491
commissariato;public (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;15;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;4;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;45
confetteria;commercial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;8
confortatorio;religious (place);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;14
conigliera;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;1;0;0;0;12
conservatorio;public (place);0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;31;4;1;0;0;0;0;5;0;0;11;0;0;1;0;1;0;1;0;1;2;0;0;4;0;3;2;1;0;1;0;0;3;1;1;0;1;0;0;21;0;0;0;0;9;1;0;0;0;4;2;0;1;1;1;0;0;1;0;3;0;0;0;0;0;0;0;127
consolato;public (place);3;0;2;3;8;1;1;3;15;5;2;4;13;9;7;1;0;6;1;1;4;2;0;3;5;3;4;6;23;4;19;5;2;1;4;4;10;4;3;8;3;5;3;5;2;6;3;10;0;0;4;3;1;3;4;4;18;2;5;2;5;6;2;14;4;1;1;2;1;0;1;2;4;1;0;0;6;1;1;3;1;8;4;0;0;5;2;4;2;7;3;2;3;4;0;2;1;4;1;0;0;390
convento;religious (place);21;2;10;9;5;3;26;20;62;45;18;89;51;9;24;7;0;11;7;5;8;11;19;29;13;31;10;17;85;2;74;22;38;10;77;32;26;22;0;30;23;43;34;4;33;102;5;12;5;9;4;11;1;2;35;36;10;16;8;51;6;17;9;16;64;11;5;1;0;11;16;28;4;4;16;45;15;4;33;8;5;2;9;17;4;6;1;5;4;16;11;14;22;114;4;8;12;35;5;4;6;2041
convitto;civil (place);0;0;0;0;0;0;0;0;1;0;4;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;3;1;0;0;0;1;0;0;2;0;1;0;0;1;1;0;1;0;2;0;0;1;0;0;2;7;0;0;0;1;0;0;0;0;1;0;0;44
corderia;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
corte;civil (place);77;39;23;71;44;0;42;42;207;62;26;25;30;15;31;7;7;105;8;20;42;63;8;52;50;159;83;55;25;36;73;24;80;43;120;21;64;27;63;12;49;13;24;34;55;54;17;63;15;47;11;25;18;29;20;42;32;47;36;76;51;32;30;86;87;28;18;6;42;78;53;51;18;33;36;26;60;22;58;24;35;49;18;52;14;18;30;17;20;16;9;11;29;64;26;80;20;27;20;11;31;4124
cortile;public (place);14;5;34;27;30;3;13;7;32;11;28;25;15;14;10;6;0;2;0;2;22;7;5;21;11;46;9;44;28;1;11;5;34;8;7;24;16;9;33;17;11;6;8;23;13;46;22;31;23;10;20;126;13;44;11;20;39;9;25;15;18;55;18;28;15;26;11;23;10;62;17;42;18;20;6;37;19;8;10;21;47;13;27;11;7;24;13;29;7;45;24;12;8;29;58;20;22;3;7;15;32;2068
cotonificio;industrial (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4
cottage;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;20
covile;civil (place);0;0;7;2;0;0;0;0;2;6;0;1;1;3;1;1;1;1;0;0;0;2;1;2;1;6;0;1;1;1;0;1;0;0;0;1;1;1;0;0;2;0;0;0;3;1;2;2;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;73
covo;civil (place);0;0;0;0;0;0;0;0;4;1;0;0;1;0;2;0;0;1;0;1;1;1;0;1;0;10;0;6;3;0;2;2;3;4;5;4;1;6;0;2;1;1;1;7;3;2;3;0;1;0;0;3;1;0;3;0;0;1;2;1;1;3;2;7;1;0;4;0;2;4;3;0;1;1;1;0;2;3;1;0;3;1;1;7;3;1;2;1;4;0;2;1;5;0;0;2;4;1;0;0;11;176
crematorio;religious (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
cripta;religious (place);0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;1;0;0;0;0;0;0;2;1;2;0;0;2;0;1;0;2;0;3;0;0;0;2;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;1;36
dacia;rural (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
dammuso;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
dépendance;civil (place);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
deposito;public (place);1;1;2;2;0;1;3;1;2;3;0;4;1;2;0;1;1;4;3;1;6;5;7;1;2;19;7;0;3;0;0;6;1;6;6;9;6;3;2;12;1;10;16;3;1;1;2;2;4;7;2;4;0;2;3;2;2;4;3;6;2;6;2;3;2;6;3;0;1;1;3;1;0;2;1;4;3;1;3;4;3;1;2;6;0;3;5;3;3;0;0;0;3;8;2;3;2;5;1;2;4;313
